subject_localised_id,subject_localised,language
186bc28a10c8c1ca736d0678bce66e38,Japonês,por
eeb9dcc7a721918b21d47581e0f88ddf,Sérvio,por
4c00162f37c68542a6ff4928b0a54ddc,Espanhol,por
fee8a3968fbb437720c6362d6f308367,Matemática,por
7da64a90874539d17eeeb369485879f7,Química,por
2807e8ae034d43871d2b335b1345ddc0,Bulgare,fre
627405da66594a8a206b986e8121bc78,Hongrois,fre
a5f74ab117d213c763ef9ccd6d328e8e,Tibétain,fre
2785781c461d1642b2363f96b2523e50,Biologie,fre
891d281b80da35f20692491d6a037c31,Suédois,fre
2b2a57800a85d9acfd1ac092779be810,Kantonesisch,ger
98abac87aa99030b87b97fd772f08aff,Portugiesisch,ger
c224e33fd81ee0d9f5a85234df69e6b0,Bulgaro,ita
ff46e55c1733301a04c67c3934180a99,Italiano,ita
e8816bc780c762b71b1d5f9a073ed761,Corano,ita
bb7ad5d216e53781c41e59c565192eb3,Russo,ita
7d6a8fddd89befd0f30f6dc109628d1a,Finés,spa
1c7516a82280109017bce379ce3c3424,Chorwacki,pol
5788ac84372087f9f7196d376bdcb8d0,高棉语,cht
fb1e00d34bc5c45e52ed7567e23d0652,بنجابية,ara
28eaef4373eb8a1772a913be573b8f93,اوكرانية,ara
96acdb98fd5ac1b340eaacef30f2b444,Catalão,por
f933392cb97a8f6be355d780f23eb9bc,Holandês,por
5966cfe7a7bf2ae388f4ddc75ace678b,Sânscrito,por
13f3c09d135355b482fb2dd0e86ba115,Ucraniano,por
df6ec13a24cbb0a7d7375f8f92523fac,Corânica,por
a33d5847852cce879b47c90734c4bd7e,Farsi,fre
b0644619aff8e7ede33a8ac59d9f59ff,Slovaque,fre
fee973126d42389ac96082e9ca6961fa,Tagalog,fre
134148809538e5ba219e5f5c7f3a85c0,Turc,fre
cca52d8b1b5edf0e4abd34db498ed560,Algèbre,fre
94eca04b29215e05a428b6e313954980,Biélorusse,fre
5e09c6ff9e1e04ac892df8ab2e54f193,Grec,fre
1df38244440a25a0e51e5095b8d10738,Italienisch,ger
885b026cc35dc6a9ba80b4677416b6cc,Inglese,ita
45c3171ef193c74b402f407fba9d955b,Hindi,ita
5f7ec9fd3d1a9a8cf561e0ebd3d84a64,Árabe,spa
b4f8e106bba2164f7fed5815b214a4ec,Französisch,ger
8f0ca2185f684aa4edeae4b25a65239b,Deutsch,ger
d05756b42c92bcd38e11513f6cfbb8d3,Polnisch,ger
d961416d60a912b77d56ea49907c2fbe,Spanisch,ger
86fcf10b7909b61972938bf8dab855ae,Svedese,ita
a137b9aff152dde9995038dcfb29cc0f,Turco,ita
75357f6288b1eb7180e56d572a16a0cd,Francés,spa
b485fa51fd73235494838050ccad96b9,Polaco,spa
de92bbe05815c4eb756acb5897baa99c,Español,spa
29d7ee4e925ae2d639bab57a8ca34860,Sueco,spa
d33e7030eb18df54206eb794d6d47c50,Tailandés,spa
e89db8386a805df3b257336c8a996d4e,Kataloński,pol
3a4e0b11b8e9f7cf29b80f280e63104c,Wietnamski,pol
57d64a3bd4ad62d30b0c7ffcf890883b,希腊语,cht
bf3c5b2db7810d3581f67a87b85a300d,韩语,cht
fc90967904efc31899f886851e957642,俄语,cht
ca6b4e30600fbcb94250b9d9071a57bd,Kantoński,pol
e09213dd65ad4c4a9c4f251d2cb6816f,Holenderski,pol
9b3db40cb1291d99a344ac1feb6b2fc8,Islandzki,pol
ef226eb16a2c9b83da588001ef87f161,Matematyka,pol
3e2466ba6c87f878a8de3eca1f62e007,フィンランド語,jpn
b1fbd41ee405a1a11b3f6ffa951e75b6,ポルトガル語,jpn
eb6058167e7f75b3b32ffe870cd3ab53,Арабский,rus
7bac06d31b9826fd5836340e389ab144,Ирландский,rus
296eb9499f6a1496c2848104dc6c73b5,Итальянский,rus
6a9e6a060658392e4f90465cc9055475,Норвежский,rus
d272af36993345e6db4e9d0d0df26983,Іврит,ukr
339c9a8e1849a1a9455c865933cc26d7,Телугу,ukr
def052c2950fc43c5d1aa87444786f04,Italyanca,tur
f215c887a8ca1929014f3551fc7541cc,Кантонська,ukr
b12305b07f252aa0349c1fa3efa6d993,Иврит,rus
cb4e35daefd4eb43abcc170552feb568,Алгебра,rus
e48ae40d02ed2fe3584b003627080858,Hırvatça,tur
e040caa8eb657dcd5620652df3bb4431,Lituano,ita
45c3171ef193c74b402f407fba9d955b,Hindi,ger
43ddc789bcea4177a14791f6c9a03b28,Thai,ger
240c83491e8c44aa21f11069d5e3d862,Alemán,spa
e040caa8eb657dcd5620652df3bb4431,Lituano,spa
4145d4c179e1aafdb5a0295da9a82d42,英语,cht
0d7a29f3631dda1b1a881c79b4803563,挪威语,cht
4f4ac7718d30eb4d384c8ab5a7844829,葡萄牙语,cht
88ee569df9c3d8653b2485492ada9c40,泰语,cht
deba6920e70615401385fe1fb5a379ec,Russian,eng
419d976f266893fd9c9315a06bd58382,آيسلندية,ara
29d7ee4e925ae2d639bab57a8ca34860,Sueco,por
143cf2ae9ccd4e43f35847f98526cc2e,Tailandês,por
a424e7e13d3ccb7bc48288cf97dbd434,Física,por
d03e9af1bfea50dd434a647a95deb9ca,Coranique,fre
0685267c8c86ee6ddf46ed189a016391,Finnisch,ger
aac434f3ef0ae3e5102d5b5a5193b57f,Indonesisch,ger
cb98579f96d8f57e777358567d3fe678,Tamoul,fre
a56dcb8443c25f8e14b47b8ff1748331,Bengali,ger
1f36406e0986cb112139b0851c3fde9e,Isländisch,ger
fee973126d42389ac96082e9ca6961fa,Tagalog,ita
9accc467b159e7ce158e53209c0cde2a,Slovak,eng
c4b62e3199f826d8f664336b0d07b44c,ليتوانية,ara
45c3171ef193c74b402f407fba9d955b,Hindi,por
057b8b37b7702621474190969c03b6cb,Coreano,por
e040caa8eb657dcd5620652df3bb4431,Lituano,por
246f8713780edfa800c2b15f73c0fc95,Biologia,por
69a1eb07a1e69c8056137a739fca5034,Hébreu,fre
292fba65c6fd3610931fb93fd1b012e8,Portugais,fre
a907fe2d0bbcce49fb9235b8687989ca,Ourdou,fre
ea6ce7f5b835741a8040f7a7df24b961,Japanisch,ger
8f4e7c5f66d6ee5698c01de29affc562,Algebra,ger
56445f5271a92724cb8825c0fb0fd18b,Arabo,ita
179415938cac3590f5b2ca595334b01b,Bengalese,ita
ff7af4339c2a53f7f291e07b172ca32d,Catalano,ita
39418c2dd52b498f865f80b0e1cb45b5,Olandese,ita
b75b327900f64866a785d2199c3b4179,Ungherese,ita
dd42c2d8e06082222d3414b3fa819376,Polacco,ita
041e2e4b3149a82e86dbdcb5f018d607,Portoghese,ita
5f7ec9fd3d1a9a8cf561e0ebd3d84a64,Árabe,por
a56dcb8443c25f8e14b47b8ff1748331,Bengali,por
625ae85cd039134be30484d117033b22,Tibetanisch,ger
093c69933a334289f844969d2696f8e6,Francese,ita
f0670813020969b39ff8d85744b40400,Tamil,ita
62a0d23183b09217659b5ee8667619f0,Tailandese,ita
811bc451c8604454a818bc68e3ed5de0,Danés,spa
d8a9679f8e44b4f9efee54b74c32e24f,Holandés,spa
a33d5847852cce879b47c90734c4bd7e,Farsi,spa
6a5b05d44ec828c654ab9fc6577df9e6,Hebreo,spa
f333aa2b79a31803055de004bbe40268,Jemer,spa
557c21b928a7c2c5e91c3395df405dd4,Latín,spa
8d6a8cdf9b2e593aab0592557e3386ab,Noruego,spa
7da64a90874539d17eeeb369485879f7,Química,spa
c8ca34181298e2d6ba1981239573a24a,Arabski,pol
52ca99b7527691bc2d99ed6a1c348b56,Irlandzki,pol
f92382482ba2949737c731aaaf72b7e8,Łacina,pol
1976235c7093f5ce9ed41a23a87020f3,Szwedzki,pol
9c5b63c17e34f8de036e6e3af49f09f7,Tagalski,pol
dda65538c72ff7541aee4046ec6dc2a3,Ukraiński,pol
f8aa4393427c2f2fd010f7adc5812517,Urdu,pol
226b922973fb456c5f44e98500106c9a,丹麦语,cht
bd7942fcf57f6c8d50a9a387d68b8ff6,爱尔兰语,cht
b13d27beef1750739879aa1b272a597e,波兰语,cht
9eff0b336e36fc121624725331ae65f3,乌克兰语,cht
b5ae4398f3c72eb24080d95cf62139fc,化学,cht
30f2c1821305e682f0828b5293c7117f,Rosyjski,pol
a9f4df3df65a9c2a89e90fa0ebd40966,德语,cht
e58a33c0b7a897780e04e024798b84b9,印度尼西亚语,cht
2f99f2fd6d5ddaff714be23913643260,乌尔都语,cht
57e3fc5d9c166cc6a79b59835e5b376b,斯洛伐克语,cht
c33af0ce34ad18279355f6544b823e6d,オランダ語,jpn
d33b89482ee77b27242dca78e5a01947,英語,jpn
f27ad101dfb0f119c5bad395d59a7baf,ハンガリー語,jpn
e7d5dcbcc9064b69ea5330e7b080737b,イタリア語,jpn
67980f1d21b34b7494d97206bbb52f01,スロバキア語,jpn
09be680cbf59ed4da8c70f9514bb1c54,スウェーデン語,jpn
42731cb9f1be19a7c3d5e001ab1e1610,タガログ語,jpn
d4fb144fd3d853fe33b062aeb2600700,外国語,jpn
6e65831863dbf272b7a65cd8df1a440d,数学,jpn
93112b8e4638a7c5bc40e730701cc855,生物学,jpn
db46862e96e64ccf830089fdf0f3b58a,Китайский,rus
c43a732f98216455af0c06320b8b6014,Французский,rus
b5844023d8a55ece8369670865ff325c,Исландский,rus
6cb733cf413236c79e910a1c3675da58,Тамильский,rus
f00022b148e9906295a159edc63f8e03,Датська,ukr
4e75646608d664765f2faf76dafd6b38,Санскрит,ukr
e1c319e56cddb033e36ac4c1c92fc996,Українська,ukr
eb2db077f6d3f15985121893023a1351,Мова,ukr
804039c9c2cc5d5b969b7a50fee420a0,Bulgarca,tur
59ca1b9735fee72783bb65945ba43ff2,Litvanca,tur
76c06512227f8cd467f0008c8ec68f39,Mandarin,tur
22333dfa31f6691d2f0b3ccbe08edc78,Sanskritçe,tur
8bbea606b49cd971976b647d0413c189,Мандарин,ukr
5be75458d76f4b244597d7c04f0c23db,Російська,ukr
f31bf2eaf170c5c1d0832a6ea7a90de1,Урду,ukr
f60917549f18ba385171dd80567ccd1f,アイルランド語,jpn
6614f12aba7c06285e4067c518f9d69c,Chinês,por
d09d35ac4450c103332b5bd1f2b5e9d8,Irlandais,fre
0f87a15c3d07e465057778ee8119547a,Russe,fre
2785781c461d1642b2363f96b2523e50,Biologie,ger
d31427741a8ea33e03d1f4b046df7fe0,Matematica,ita
556b72c736a95cf0df525527a236a079,Catalán,spa
1ff25887b503d83ed9589ecaf686c17c,Croata,spa
7d8fd21e770b9f0fd6f9f78e30fc640c,Tibetano,spa
13f3c09d135355b482fb2dd0e86ba115,Ucraniano,spa
b22cf9239f672c746fae264780384bc9,Czeski,pol
0f21085d0c536278cc8166473b39c52d,Angielski,pol
b8f7e8d10c9cfdff4431ea41dc505129,Hebrajski,pol
ce04b761a7fc2599401650364bbb0ae2,Pendżabski,pol
15b88a88e6cf16a4462c1562fdcb0c19,Telugu,pol
8607ec08342e49e9ba1ed862b6c33dc9,法语,cht
ce8e8c301357e5f059cd6db8fb076303,希伯来语,cht
788c8d39240cfc6ed9b55bafd70156f8,مندرين,ara
a56dcb8443c25f8e14b47b8ff1748331,Bengali,fre
7df6e57a01c9e2ed171eebf1e2879102,Tedesco,ita
5dc6645ba15a5fdb4ef64f43683d2489,Rumano,spa
50645992ebdecd8b6ff7b2cd3eada5b0,Mandaryński,pol
da94ef5911683fc65b9cb2a6167a1eeb,Język,pol
fafef910e155851853109768a0912b90,チベット語,jpn
f029a59a3bebd692e90123e0b3611bef,Каталонский,rus
68fa6e15082948ae91ad2c05b10cb0cc,Испанский,rus
e6daa6763163e14adf74564b71814ecc,Тибетский,rus
433b3feb8356a6dc4fc4b434a8cfe45d,Індонезійська,ukr
5c05d51a6bfceba00b7a50ab649f32b7,Музика,ukr
ee49179ca0da33a72e93f5f369b3e18d,Endonezce,tur
9703ca4edee334374f5905fb6b332c7f,Tayca,tur
9f45f817c1d611a5c4825042ef4ac65a,Vietnamca,tur
1effab68ab5cfd1316ebc58eeb50db81,Кхмерский,rus
0660a7580aab0a3ddb607d7a7b68ee58,Музыка,rus
298004a2ad62e92eb41269cab6cd11cd,Sırpça,tur
b0adfd7d548899acb6bab67afc1a7c1c,Danois,fre
a019878b75ca0eb9c4b3971bf57cd95c,Weißrussisch,ger
f0670813020969b39ff8d85744b40400,Tamil,ger
3d699e78a37a7b373192078872a1f35f,Slovacco,ita
9c463860f4067b08dd508433383815bf,Tagalo,spa
15b88a88e6cf16a4462c1562fdcb0c19,Telugu,spa
fdc6c3776bf5f5f1ac4422e2ba59f379,Turecki,pol
b2f4c7c2c2d3f7874a6cc0ef6cb056ec,印地语,cht
d228df62fc0c87e3d19919e0d7372123,Japonés,spa
45c3171ef193c74b402f407fba9d955b,Hindi,pol
3f9a408fed97d9602dbb136388c7e7dc,藏语,cht
8a5f8bac18206b82632c2e34810f3aa0,越南语,cht
6e65831863dbf272b7a65cd8df1a440d,数学,cht
95521bb744463633c858cc50abb44e7d,音乐,cht
1bd0f66dc3379db8b49a5ba94e4dd053,Bengalski,pol
64520d1047f6ef256f7a45746a182c3b,Indonezyjski,pol
115a42e56afb5626c2feaeae71651ddc,Rumuński,pol
b3d0a557fee93ea4c19674f36f75e02d,白俄罗斯语,cht
1ad680d133dbd5eb35f8c0221181dd14,波斯语,cht
5917ac0fed992894bf77c673214f1d07,罗马尼亚语,cht
bab3efc76e877b38457861d222f476c9,Chemia,pol
3c8be5a663aa68a19a51093f6c21bb4b,ベンガル語,jpn
7a86b18a064311f2182adffbe15ca225,ブルガリア語,jpn
22640d82142b8dced863937ab22ea330,アイスランド語,jpn
1f3234cb2cdff79b63903986160abad5,リトアニア語,jpn
39eb55fd0fb831632823bcb9f0b12b99,ポーランド語,jpn
c45af2ec0e0a91025aa736b80106267c,ロシア語,jpn
76ad2ac1f291deca8cd8781a7cbca3ec,テルグ語,jpn
1f6ca3b6f769c9ba3722ad8985c0df6c,トルコ語,jpn
5c03a69e92976c23634e6d41dec4ffbd,ベトナム語,jpn
54ebb7aa3fe37b84051275bcd941da0b,コーラン,jpn
c854b56713421d4669804b35a4e084a5,音楽,jpn
84054116d212888bd8e863011e311974,Бенгальский,rus
8abeff7051a0ad0ddcf929b66c2d467a,Болгарский,rus
4a324af90e71a4cf6d2ce865f8e64bc1,Голландский,rus
a6bd5ffeffa6d5312ecb3ff52d797ef4,Фарси,rus
c4b877421d0a795798d2bfee8a3c5ba7,Финский,rus
278854f0a2c34117c4a74cace2db069f,Хинди,rus
8dd7e5cb9983c168aa5223833509e4d9,Индонезийский,rus
4e75646608d664765f2faf76dafd6b38,Санскрит,rus
095a3af9c78e53085816fcdf78b2e28a,Сербский,rus
41655ff93f54311dfa8fcc8cd89f1f93,Словацкий,rus
df2ae9ec66690f62976f700862224fba,Вьетнамский,rus
660566b3b9d151ab72f1c85d4ff65357,Химия,rus
fbb89fc2d3b04ec2dcae735db4892ccf,Білоруська,ukr
33fece97c5c69dcbc7403d4f7684ee37,Бенгальська,ukr
b43c07ac543cf4bfb2e9a8f784243011,Чеська,ukr
095d42fa3cb78ecdec67c38d177e78f2,Французька,ukr
7c67a2ecaa6e042d306f4cfbf281f643,Грецька,ukr
983af9a9c11ab757ad74f9527488c6b6,Ісландська,ukr
796f2820a0950b362f805e2cd952a7ff,Італійська,ukr
ad84431a91cb0e0b3520bafebd81f991,Японська,ukr
57fe7becd7fc891a65ffebd9489973b4,Норвезька,ukr
462f8969328210d461f91bff37d9f468,Польська,ukr
c41e9b0170f741c389f3e2e56ed2ffc9,Сербська,ukr
3a3f2b99a71a259f4844258b7b3550c2,Шведська,ukr
6d36f6c5d09c67bbf4358fdccfc04194,Турецька,ukr
32ae3aeb16420ec059b2a21871807e60,Математика,ukr
98235fc42422238f18b6bc6c1d029944,Хімія,ukr
b94e8688c68e7a9de41f10205f97a3bb,Bengalce,tur
e4bd3246f08069327e6edaf35da9980a,Katalanca,tur
6a62ad0b7105935c7b9226c0059d7204,Çekçe,tur
7bb671a30f5e7da82b314548dcef88f2,Almanca,tur
5666a85370ab268cc5211c746eb3e3ce,Hintçe,tur
082f079ee485d35a6a854c58b3c25f2b,Kmerce,tur
724f67e27c7c4afbdee23a4b034530b8,Lehçe,tur
1c18dcfb0372b0496114bcca1161689a,Rusça,tur
299adc59f3d9a0a7f04e21d372df8888,Türkçe,tur
f1d82b82ea069ad9b0abd282de85e754,Тагальська,ukr
346afd21d7325b44368e43a75cd3d328,サンスクリット語,jpn
8bbea606b49cd971976b647d0413c189,Мандарин,rus
a5c072fa947c0f5677a599b14f3fd48c,Русский,rus
339c9a8e1849a1a9455c865933cc26d7,Телугу,rus
0577df9ad7a2256702cd04371b2abecb,Язык,rus
32ae3aeb16420ec059b2a21871807e60,Математика,rus
bc9fd116d934b4f4fa0bd1c400dc3afc,Китайська,ukr
bcd23b9260c1429d74591be7e105d62c,Іспанська,ukr
04e99c5a21e9f863a8ddda2277fbf828,Flemenkçe,tur
f474800981197a21d599e6f77f7daf44,Macarca,tur
b883ce08825e26a737d07b6ebeb8f50b,Korece,tur
e1bc2334970986d962337e75f3ab5bd4,Pencapça,tur
ac9a9d44857e53c0ad1b22370a8c318b,Cebir,tur
c344eca3cdfcbc8f5960532dc2c0c0b8,Norveççe,tur
ba6f8f79ac79aeb19a1a97d56e38c06d,Serbo,ita
f68e622d98105bd32d7d2b8000d80a6f,泰米尔语,cht
c93d0c206a3e92679ae7282eb08d756e,広東語,jpn
2fc82ec2fe63cc8be03531d77286c607,ルーマニア語,jpn
6ddd60c89784c0980e865472ad24ff5d,Украинский,rus
3d8f8c3a810842b1da5a981bbfd5cb87,Arapça,tur
9321aedc04310439d064dbe6b6a0f0fd,Английский,rus
5162706b148f0bd269b327e2c27580da,Yunanca,tur
6251d92cef35f90c1e0ffd2f696363f4,Латинська,ukr
c9759b68923782403431dc94a3fccf3b,Tagalogca,tur
f31bf2eaf170c5c1d0832a6ea7a90de1,Урду,rus
