intent_localised_id,intent_localised,language
a36ed6ebe7a6e14cfec5002cadb8e238,βελτιώνω,gre
f4e72ce3ffdb8aa34d373c3f7c8cffb4,συζητώ,gre
cf4bb0943202294be94896799389ffe6,Γενικά,gre
c0abbfb414cfe15f8644a61570345de2,聊天,cht
e2ceb5002bbde22091de786124d9fa6d,學校,cht
71f1743a7e335df5df56aa1eac336cc6,CNAVT,cht
90d991b47098ceef3d8283a386cf7e91,ACT,cht
513bcfa2b82dc1735a07b97b7f870106,BEC,cht
78fb020c2f9441e3601c63c8f9a3a0a3,ESOL,cht
98e2fdd174d9b634e49d4361be026730,DELF,cht
fc5468372d5a5ebd99728eeedc5ba3a4,DSH,cht
e6fa5be517968617c85b491c90d72cde,JLPT,cht
ad6acac903e1b8b517a7f3be3080b665,CIPLE,cht
d187e257009dd94dbcb96c6da6f1812d,DIPLE,cht
f5fb0d4ea357163633d268f629a62a95,TOCFL,cht
178522587663ca1b2c3e10d8d1351a4c,DELE,cht
c290b27ea2c04b3730709cf8f3399132,提升,cht
bf3b9afe56c1e485f506209d7ff8dfa5,自學,cht
8b48c015dd5689d52246f088605f8e60,penutur,ind
d390484e9845e01de79886ab5fe94fc9,ujian,ind
fef4cda9b13cc54433ef48d9277128d5,sekolah,ind
90d991b47098ceef3d8283a386cf7e91,ACT,ind
98e2fdd174d9b634e49d4361be026730,DELF,ind
684e1388a91900480c702ac5b8f6b4d8,SAT,ind
654de024829ac2d0d4be16e225160d9f,EJU,ind
e6fa5be517968617c85b491c90d72cde,JLPT,ind
98e0fcc4a245d583dc4b497f05b332be,DEPLE,ind
d187e257009dd94dbcb96c6da6f1812d,DIPLE,ind
59c5d05c77dbf7fd19c6ff2a3cfe246a,Nasional,ind
1c30a6ff8542215f75a3e02d7e410e4b,bicara OR berbicara,ind
28aaeeb788badc1d0943a79b86b13daf,berlatih,ind
179a3837fb92151a87a24413a36ed0ee,קורס,heb
5a753229efb8128b16b50c38708c6638,CAEL,heb
ce382dc732a94f0fea953833111a42cf,TOEFL,heb
684e1388a91900480c702ac5b8f6b4d8,SAT,heb
94e7f203ba80123f1182484c1c7351a7,TCF,heb
5906c748ae2170f0259fa3f4abeb149b,TFI,heb
fc5468372d5a5ebd99728eeedc5ba3a4,DSH,heb
2b266e62509986a999b9bb14b225c7b7,TestDaF,heb
c0a0d10fc018c11948d2472b6038a9c0,CELI,heb
4f5d3489a65f3d91403dd5d9e5329bee,BJT,heb
e6fa5be517968617c85b491c90d72cde,JLPT,heb
8cf533e9669ca94413b681c20411f868,TOPIK,heb
ad6acac903e1b8b517a7f3be3080b665,CIPLE,heb
d187e257009dd94dbcb96c6da6f1812d,DIPLE,heb
178522587663ca1b2c3e10d8d1351a4c,DELE,heb
e86dd5feabd1036a19aa8c1d534f2e90,לתרגל,heb
389abc23303579a3c6209ec3148aa384,講師,jpn
80fdc89dd08a67993cdc4474dfef9708,話者,jpn
c8fe5683be118d3ef5af359142423329,クラス,jpn
5a753229efb8128b16b50c38708c6638,CAEL,jpn
e65da42c0d05488f54e2ccdee9a2d767,TOEIC,jpn
94e7f203ba80123f1182484c1c7351a7,TCF,jpn
65ccf0f205fb154d14c470767026d75e,National,jpn
42325260d8434a573a40d89647f194af,練習,jpn
00d5a294ef43ae80ebd85a5f3e40f68d,向上,jpn
fd1dd0c603be8170f9eae0be9f2f6afb,Direct,jpn
e0c4451120f2a1aa135ca841814eb7b6,トレーニング,jpn
0fad65438b349d6b65d6a63686cb00fa,원어민,kor
a835ef87ae418c0f7563eb464ccc3156,레슨,kor
8527c24d06d660c39c108577cd891cd9,PTE,kor
90652aab8896c856edca211d4c66c90d,TEF,kor
e6fa5be517968617c85b491c90d72cde,JLPT,kor
733846d851e8dcc9b6c8e30e163dbcdb,배우기,kor
46e20a3db0467785c57540e35d9dfbdb,향상시키기,kor
d3f9b71236dc0667f69eb3b33398f07e,대화하기,kor
2287b361d9cc950b67ed56735a29bc55,Tcf,dut
50430daaf9986c9ad41489e2f34384ae,Siele,dut
7c17e1967945ef61733fb645cf201c87,leren,dut
1b4e666beb0404a1e2abcef91f84ca57,studieveileder,nor
1f53cd4a51064068c05cfc6c2d494312,kurs,nor
e6fa5be517968617c85b491c90d72cde,JLPT,nor
f270bfebafdf8ad793e969de2cde5176,snakke,nor
ba8b1c824f53c0be5d48caecf3b5e130,samtale,nor
dcf68227bac9fe0e91c0659ec73b394e,opplæring,nor
ad6acac903e1b8b517a7f3be3080b665,CIPLE,pol
2c278343f98b426eacd459c7e3d646bb,Школа,rus
81f2c062045f588d3a8062851183b42d,Dsh,rus
c6c0a424c1aafa5f993fa3f19908ae9c,Bjt,rus
65ccf0f205fb154d14c470767026d75e,National,rus
5abbe2ca926ed714d52e56182fe3c1c2,Dele,rus
3e5b44700b27fa6067e040933ace0839,вчитель,ukr
108a35bdf7a49faa4d00fe2522db569c,школа,ukr
81bbdad0b7d94e2767581b7636c84d2b,Esol,ukr
07a275f8726fd508bafa59c789593394,вивчати,ukr
c815f09da90fdcb986a0e7bf4e732fb4,Preply,ukr
c428f0c0375a66be5c337144495f7f20,навчання,ukr
340cd1dcf5d3871fa2584362194cc4fe,NT2,heb
e4218269679e8d10256d8574118f308e,HSK,heb
f36d9d9d23b9ac62a0b3f82309536760,SIELE,heb
bc1c4c137e1cbbf75bc98ba4b45d440c,Cael,dut
99e29bbe154a3ba8416a64cb09b526b4,Tef,dut
12f989f6c3d61136911e82aa2c855c72,Tfi,dut
d8ea5b5376c67e8cc4be98924bcca31d,Nationaal,dut
6eef0d7bbb0bb3f7b5489062d60f2657,conversatie,dut
c0a0d10fc018c11948d2472b6038a9c0,CELI,nor
92b87a96c82818f683299540c1d84ed0,lære,nor
d07ce1a726f40a1fccb3757ae5404e7f,Celi,rus
f558a3df8e6fd7305c90ded1b1ead135,Celpe,rus
cf3e417f51ccb2646807c6592424950d,Hsk,rus
72707288908de77d6320800b1d1459f6,екзамен,ukr
347dac306f2e3c8caa7b65f521436b49,Jlpt,ukr
30c7eaf2c005b864694176f904536e98,Topik,rus
90d991b47098ceef3d8283a386cf7e91,ACT,swe
7706998cba9c59295e0416087833034c,ICAS,swe
ad6acac903e1b8b517a7f3be3080b665,CIPLE,swe
178522587663ca1b2c3e10d8d1351a4c,DELE,swe
7cde96ba8e2f8344b409248dfa8e799e,preply,swe
413b738061f6a5148fa3704c5c5bdca9,学校,chi
513bcfa2b82dc1735a07b97b7f870106,BEC,chi
b4d45708de4ddb301ffd4666a5949344,CAE,chi
7706998cba9c59295e0416087833034c,ICAS,chi
ce382dc732a94f0fea953833111a42cf,TOEFL,chi
e65da42c0d05488f54e2ccdee9a2d767,TOEIC,chi
684e1388a91900480c702ac5b8f6b4d8,SAT,chi
94e7f203ba80123f1182484c1c7351a7,TCF,chi
0fc5f7359321646f36a359f92d7a3c0f,TORFL,chi
04da82c98345944a5c78c3cb4ac497e6,ครู,tha
81dbeed304e8ca2411aabad4703e1e36,ชั้นเรียน,tha
199263bca0611f1a57202aeb039e6cd4,CILS,tha
78fb020c2f9441e3601c63c8f9a3a0a3,ESOL,spa
340cd1dcf5d3871fa2584362194cc4fe,NT2,dan
0fc5f7359321646f36a359f92d7a3c0f,TORFL,dan
178522587663ca1b2c3e10d8d1351a4c,DELE,dan
4cd8413207629a963225f4314b53adcd,Plain,spa
ce382dc732a94f0fea953833111a42cf,TOEFL,pol
f5fb0d4ea357163633d268f629a62a95,TOCFL,pol
cddc81f36fac942e41e287e7e68915af,δάσκαλος,gre
b4d45708de4ddb301ffd4666a5949344,CAE,gre
98e2fdd174d9b634e49d4361be026730,DELF,gre
ad6acac903e1b8b517a7f3be3080b665,CIPLE,gre
f36d9d9d23b9ac62a0b3f82309536760,SIELE,gre
ca007b19fce86a3bf3e629350545f31a,課,cht
f36d9d9d23b9ac62a0b3f82309536760,SIELE,cht
66e6ec87ac2424e3a48c6e01f26df9b9,pelajaran,ind
178522587663ca1b2c3e10d8d1351a4c,DELE,ind
41cfafb07f0d560a5639a58490b29a86,לחקור,heb
1f8857d3b32243ed908283ef1570c001,IELTS,jpn
8527c24d06d660c39c108577cd891cd9,PTE,jpn
98e2fdd174d9b634e49d4361be026730,DELF,jpn
98e0fcc4a245d583dc4b497f05b332be,DEPLE,jpn
684e1388a91900480c702ac5b8f6b4d8,SAT,kor
234f618e5504f558037749ea105e7f60,Ielts,dut
34958ad86ae6b445e1f11296e45c33e1,Cils,dut
78fb020c2f9441e3601c63c8f9a3a0a3,ESOL,nor
59f1f139de78872b53d376415a6ba4c8,Носитель языка,rus
d2b74163ed3fed2db7d7e41d84aca1f0,Курс,rus
2ecfba83e70dfc88a3058a4c4327ee38,Testdaf,rus
4cd8413207629a963225f4314b53adcd,Plain,rus
89375f8e5cba5ab4a66588cf1d54d40f,говорити,ukr
d4e7c7e0e32d1436ca8b4076ce89b1f3,כיתה,heb
e2abc0ac0803b0d8733b15069ae526b7,Fce,rus
83ee4f10b8b06c452f72470a5a45ab58,Toefl,rus
de317c826e773115556504f010021f9b,말하기,kor
2287b361d9cc950b67ed56735a29bc55,Tcf,rus
b4d45708de4ddb301ffd4666a5949344,CAE,swe
b73014f259c910e9bb163ac74d4ea3d2,DALF,swe
654de024829ac2d0d4be16e225160d9f,EJU,swe
d57b6f2f5ae027a90e2dea6ba448477c,教师,chi
c0a0d10fc018c11948d2472b6038a9c0,CELI,chi
178522587663ca1b2c3e10d8d1351a4c,DELE,chi
b3aa9cae4cb5b1fa850c461fda390b72,说话,chi
90d991b47098ceef3d8283a386cf7e91,ACT,tha
b4d45708de4ddb301ffd4666a5949344,CAE,tha
78fb020c2f9441e3601c63c8f9a3a0a3,ESOL,tha
e4218269679e8d10256d8574118f308e,HSK,cht
e4218269679e8d10256d8574118f308e,HSK,chi
d187e257009dd94dbcb96c6da6f1812d,DIPLE,tha
f5fb0d4ea357163633d268f629a62a95,TOCFL,tha
f36d9d9d23b9ac62a0b3f82309536760,SIELE,tha
437f8ac3dcb5ecf971e3fd53c0f7aae3,ปรับปรุง,tha
6807ddc14c67b6b233c91824bd799cc7,sohbet,tur
b4d45708de4ddb301ffd4666a5949344,CAE,tur
e6fa5be517968617c85b491c90d72cde,JLPT,tur
d187e257009dd94dbcb96c6da6f1812d,DIPLE,tur
efa71f686a60acc10647b1ce86f8d55f,Ulusal,tur
9a592d38d820318ed17943ac6f5391b7,دراسة ذاتية,ara
4f5d3489a65f3d91403dd5d9e5329bee,BJT,por
178522587663ca1b2c3e10d8d1351a4c,DELE,por
199263bca0611f1a57202aeb039e6cd4,CILS,fre
654de024829ac2d0d4be16e225160d9f,EJU,fre
4adfa3dbcd872a3c8f1b3bc46799272b,étudier,fre
c815f09da90fdcb986a0e7bf4e732fb4,Preply,fre
f36d9d9d23b9ac62a0b3f82309536760,SIELE,fre
bd8bc36eb41bc90c585ae7e902e9e284,discussion,fre
4cd8413207629a963225f4314b53adcd,Plain,fre
51713b7bd00f38b9d641759b95a81018,Partner*in,ger
2589218df2ad6f6039a95d9d4dd979a3,Kurs,ger
5a753229efb8128b16b50c38708c6638,CAEL,ger
65ccf0f205fb154d14c470767026d75e,National,ger
a34d904bee6c45cb825309c6184bb404,sprechen,ger
7e0ccd232bfb44c90ce4fe8bc1a3bb52,professore,ita
a7289131cf6f284839a3419197c04b6c,OSD,por
4f5a8531996a690828de388828410330,CELPE,fre
1581a6d3fbc70c6a84465d49683c0fd4,améliorer,fre
d8e1f35a6142904888a9b3f286f903f2,Lehrer*in,ger
55dcdf017b51fc96f7b5f9d63013b95d,Chat,ger
f587e02939ff7f0474ad57eeb0e39e8c,Schule,ger
340cd1dcf5d3871fa2584362194cc4fe,NT2,ger
8cf533e9669ca94413b681c20411f868,TOPIK,ger
4f5a8531996a690828de388828410330,CELPE,ger
98e0fcc4a245d583dc4b497f05b332be,DEPLE,ger
0fc5f7359321646f36a359f92d7a3c0f,TORFL,ger
7454739e907f5595ae61d84b8547f574,partner,ita
b4d45708de4ddb301ffd4666a5949344,CAE,fre
f620d2b9aea5d2bd89983173a983d65c,lezioni,ita
1af080153383444d8f5b3602d7bb11fd,classe,ita
aa8af3ebe14831a7cd1b6d1383a03755,chat,ita
eb7552e2a95c2734882c4a63ce6bf43f,esame,ita
5a753229efb8128b16b50c38708c6638,CAEL,ita
98e2fdd174d9b634e49d4361be026730,DELF,ita
94e7f203ba80123f1182484c1c7351a7,TCF,ita
fc5468372d5a5ebd99728eeedc5ba3a4,DSH,ita
e6fa5be517968617c85b491c90d72cde,JLPT,ita
8cf533e9669ca94413b681c20411f868,TOPIK,ita
0fc5f7359321646f36a359f92d7a3c0f,TORFL,ita
e80e8de35a0838370afcbef45a11df8d,practicare,ita
c7dc0c91e672fec773b574878d8195dd,Hablante,spa
3c5644400c2d9fe2bfeab2e5f46fa64a,Lecciones,spa
340cd1dcf5d3871fa2584362194cc4fe,NT2,spa
3c3cec74241178c326af9ecc748f8a5e,GMAT,spa
1f8857d3b32243ed908283ef1570c001,IELTS,spa
e65da42c0d05488f54e2ccdee9a2d767,TOEIC,spa
b73014f259c910e9bb163ac74d4ea3d2,DALF,spa
a7289131cf6f284839a3419197c04b6c,OSD,spa
2b266e62509986a999b9bb14b225c7b7,TestDaF,spa
654de024829ac2d0d4be16e225160d9f,EJU,spa
4f5a8531996a690828de388828410330,CELPE,spa
178522587663ca1b2c3e10d8d1351a4c,DELE,spa
0dbc4ed38e0e65ba70c3f6a046f5da6c,indfødt,dan
07cc694b9b3fc636710fa08b6922c42b,time,dan
b4129b5c652aed47623fc5af8a9a3c9c,kursus,dan
aa8af3ebe14831a7cd1b6d1383a03755,chat,dan
aa99a57e1c999cad9d96d3ed35775458,Eksamen,dan
5bd1be2c1c287abe0731a43dda5eae9a,skole,dan
513bcfa2b82dc1735a07b97b7f870106,BEC,dan
b4d45708de4ddb301ffd4666a5949344,CAE,dan
5a753229efb8128b16b50c38708c6638,CAEL,dan
78fb020c2f9441e3601c63c8f9a3a0a3,ESOL,dan
1f8857d3b32243ed908283ef1570c001,IELTS,dan
ce382dc732a94f0fea953833111a42cf,TOEFL,dan
b73014f259c910e9bb163ac74d4ea3d2,DALF,dan
fc5468372d5a5ebd99728eeedc5ba3a4,DSH,dan
c0a0d10fc018c11948d2472b6038a9c0,CELI,dan
199263bca0611f1a57202aeb039e6cd4,CILS,dan
ad6acac903e1b8b517a7f3be3080b665,CIPLE,dan
d187e257009dd94dbcb96c6da6f1812d,DIPLE,dan
e4218269679e8d10256d8574118f308e,HSK,dan
65ccf0f205fb154d14c470767026d75e,National,dan
ba8b1c824f53c0be5d48caecf3b5e130,samtale,dan
0fc5f7359321646f36a359f92d7a3c0f,TORFL,spa
084d0cac7bab02e6fc8d13d430f3dd21,Aprender,spa
04ef63e2cf8335e3d4c84aebba5eccf8,Practicar,spa
50a44048b81dc7b6ff1940fa07995dae,kurssi,fin
0c6df450000220384b529f6c98a4df68,chatti,fin
38bee1e83e6dd42759f1caffcc06871d,Koe,fin
ebf0f7b8718833f9cfafd318b8c63fdf,koulu,fin
f6b49b7da62a112311f1af06a5742e9f,FCE,fin
7706998cba9c59295e0416087833034c,ICAS,fin
1f8857d3b32243ed908283ef1570c001,IELTS,fin
8527c24d06d660c39c108577cd891cd9,PTE,fin
e65da42c0d05488f54e2ccdee9a2d767,TOEIC,fin
684e1388a91900480c702ac5b8f6b4d8,SAT,fin
94e7f203ba80123f1182484c1c7351a7,TCF,fin
2b266e62509986a999b9bb14b225c7b7,TestDaF,fin
4f5a8531996a690828de388828410330,CELPE,fin
ad6acac903e1b8b517a7f3be3080b665,CIPLE,fin
0fc5f7359321646f36a359f92d7a3c0f,TORFL,fin
ae1bac52777393fb7f0e504372b4ccb6,oppia,fin
abf77f60bc34df6668e874061423f361,keskustelu,fin
7706998cba9c59295e0416087833034c,ICAS,dan
5906c748ae2170f0259fa3f4abeb149b,TFI,dan
2b266e62509986a999b9bb14b225c7b7,TestDaF,dan
4f5a8531996a690828de388828410330,CELPE,dan
f36d9d9d23b9ac62a0b3f82309536760,SIELE,dan
7b13170f5729db8ea2a69f1220a8185a,opettaja,fin
ef0f015f770be345816043b63e8d38d6,kumppani,fin
6912d6cc519051cda0b942a9a8e10492,oppitunti,fin
879d746f25092109a5966ac96d63b523,luokka,fin
3c3cec74241178c326af9ecc748f8a5e,GMAT,fin
90652aab8896c856edca211d4c66c90d,TEF,fin
c0a0d10fc018c11948d2472b6038a9c0,CELI,fin
4f5d3489a65f3d91403dd5d9e5329bee,BJT,fin
e6fa5be517968617c85b491c90d72cde,JLPT,fin
d187e257009dd94dbcb96c6da6f1812d,DIPLE,fin
179ebb602a409ce8fed8dd946514ba09,koulutus,fin
dc2c0db936fde804ce2c00ad3852d5be,lærer,dan
215046a080cd4a69f7d4b700202608c2,puhua,fin
53f1fce859c22ffdeff1adfcc31f670f,nauczyciel,pol
fb08d478b052b3e88c5fa5a639d83071,użytkownik języka,pol
5ba66f4b561c9b9c0a7f937dceb676f3,lektor,pol
8c57e2185f23c50c02581ea5955ff265,lekcja,pol
33e0b9bedaf419a8279d60192abede27,zajęcia,pol
7267e6f8562abaebdb47024e08f0a199,czat,pol
71f1743a7e335df5df56aa1eac336cc6,CNAVT,pol
513bcfa2b82dc1735a07b97b7f870106,BEC,pol
b4d45708de4ddb301ffd4666a5949344,CAE,pol
78fb020c2f9441e3601c63c8f9a3a0a3,ESOL,pol
3c3cec74241178c326af9ecc748f8a5e,GMAT,pol
7706998cba9c59295e0416087833034c,ICAS,pol
b73014f259c910e9bb163ac74d4ea3d2,DALF,pol
98e2fdd174d9b634e49d4361be026730,DELF,pol
94e7f203ba80123f1182484c1c7351a7,TCF,pol
a7289131cf6f284839a3419197c04b6c,OSD,pol
2b266e62509986a999b9bb14b225c7b7,TestDaF,pol
c0a0d10fc018c11948d2472b6038a9c0,CELI,pol
199263bca0611f1a57202aeb039e6cd4,CILS,pol
4f5d3489a65f3d91403dd5d9e5329bee,BJT,pol
8cf533e9669ca94413b681c20411f868,TOPIK,pol
d187e257009dd94dbcb96c6da6f1812d,DIPLE,pol
e4218269679e8d10256d8574118f308e,HSK,pol
0fc5f7359321646f36a359f92d7a3c0f,TORFL,pol
c411a259abd8dd27f7d4ff0cac370960,ćwiczyć,pol
0ea790b0093e54f37876f7aefc096d3f,rozmowa,pol
c815f09da90fdcb986a0e7bf4e732fb4,Preply,pol
8045a0a6c688b0635e3caccc408a1446,Generic,pol
9fab94ade4d9217527e394fd62918e82,samokształcenie,pol
c4edee29646b56254fd67bdc6fea8766,szkolenie,pol
638ac3a15df8e1a683d8777f99710280,καθηγητής,gre
8c60c445ed96503a961a22ed8ee22ad7,ομιλητής,gre
3975f022180683a688a86dc63420f0ff,μάθημα,gre
07060784bbc2b349e2effb4a32914824,τάξη,gre
8de5306e0a301aa2e0bd1d1c9ed04878,τμήμα,gre
8673a7f8f6ca45b6b53235086e981611,σχολείο,gre
5a753229efb8128b16b50c38708c6638,CAEL,gre
f6b49b7da62a112311f1af06a5742e9f,FCE,gre
1f8857d3b32243ed908283ef1570c001,IELTS,gre
34c3c72c9244d4a381975e146a319c44,OET,gre
8527c24d06d660c39c108577cd891cd9,PTE,gre
ce382dc732a94f0fea953833111a42cf,TOEFL,gre
e65da42c0d05488f54e2ccdee9a2d767,TOEIC,gre
684e1388a91900480c702ac5b8f6b4d8,SAT,gre
90652aab8896c856edca211d4c66c90d,TEF,gre
fc5468372d5a5ebd99728eeedc5ba3a4,DSH,gre
199263bca0611f1a57202aeb039e6cd4,CILS,gre
4f5d3489a65f3d91403dd5d9e5329bee,BJT,gre
e6fa5be517968617c85b491c90d72cde,JLPT,gre
8cf533e9669ca94413b681c20411f868,TOPIK,gre
4f5a8531996a690828de388828410330,CELPE,gre
98e0fcc4a245d583dc4b497f05b332be,DEPLE,gre
d187e257009dd94dbcb96c6da6f1812d,DIPLE,gre
e4218269679e8d10256d8574118f308e,HSK,gre
f5fb0d4ea357163633d268f629a62a95,TOCFL,gre
dc67559a125f98745612825dee4f7370,Εθνικές,gre
0fc5f7359321646f36a359f92d7a3c0f,TORFL,gre
178522587663ca1b2c3e10d8d1351a4c,DELE,gre
c710b066861bc2cb00195e5eacea8eb0,μαθαίνω,gre
a683ea415e2149a97d0db0db9d76fec9,εξασκώ,gre
110dbbf0b2742f0364167be2df2ee0c4,μελετώ,gre
7df6daf6bb367567be2ae491ce2dc254,συζήτηση,gre
c052b219d68101278375049047034fe9,Απλά,gre
c815f09da90fdcb986a0e7bf4e732fb4,Preply,gre
74bb897855369e20c9c0c840d47556f1,Άμεσα,gre
f262dfd523ee6f4261540eb71c657e43,Αυτομελέτη,gre
b03258bd4480a093f2fba89573fdf974,εκπαίδευση,gre
18c5718531ce746c9c5baa11b270c5ed,老師,cht
b42e2f62c61bb59ad95364c7cfa06bd3,家教,cht
1289383a696f59012d1d6752394f9215,夥伴,cht
7d3bfba852e099b2225704b52fad5978,班訯,cht
f2e04981ccf285d3bffb3c8795a484f8,考試,cht
340cd1dcf5d3871fa2584362194cc4fe,NT2,cht
3c3cec74241178c326af9ecc748f8a5e,GMAT,cht
7706998cba9c59295e0416087833034c,ICAS,cht
34c3c72c9244d4a381975e146a319c44,OET,cht
ce382dc732a94f0fea953833111a42cf,TOEFL,cht
e65da42c0d05488f54e2ccdee9a2d767,TOEIC,cht
684e1388a91900480c702ac5b8f6b4d8,SAT,cht
5906c748ae2170f0259fa3f4abeb149b,TFI,cht
a7289131cf6f284839a3419197c04b6c,OSD,cht
2b266e62509986a999b9bb14b225c7b7,TestDaF,cht
c0a0d10fc018c11948d2472b6038a9c0,CELI,cht
199263bca0611f1a57202aeb039e6cd4,CILS,cht
654de024829ac2d0d4be16e225160d9f,EJU,cht
4f5a8531996a690828de388828410330,CELPE,cht
98e0fcc4a245d583dc4b497f05b332be,DEPLE,cht
6aa930e48f2d3163713d4b3248e2867e,國家,cht
2d46537e724fa604c205eea6cfc26083,研究,cht
4768807ceb307c62cf7892fb7e7fc796,對話,cht
a868547e154d48ed457f8d6eae826b3e,說話,cht
77e69c137812518e359196bb2f5e9bb9,guru,ind
1f6f42334e1709a4e0f9922ad789912b,tutor,ind
6bfb3c631963dc0fb69231faf2918b37,partner OR mitra,ind
b4129b5c652aed47623fc5af8a9a3c9c,kursus,ind
b68e5dbfd8cac3e4d810c09f2f36f601,obrolan OR mengobrol,ind
71f1743a7e335df5df56aa1eac336cc6,CNAVT,ind
340cd1dcf5d3871fa2584362194cc4fe,NT2,ind
513bcfa2b82dc1735a07b97b7f870106,BEC,ind
5a753229efb8128b16b50c38708c6638,CAEL,ind
78fb020c2f9441e3601c63c8f9a3a0a3,ESOL,ind
3c3cec74241178c326af9ecc748f8a5e,GMAT,ind
7706998cba9c59295e0416087833034c,ICAS,ind
34c3c72c9244d4a381975e146a319c44,OET,ind
ce382dc732a94f0fea953833111a42cf,TOEFL,ind
e65da42c0d05488f54e2ccdee9a2d767,TOEIC,ind
b73014f259c910e9bb163ac74d4ea3d2,DALF,ind
94e7f203ba80123f1182484c1c7351a7,TCF,ind
90652aab8896c856edca211d4c66c90d,TEF,ind
fc5468372d5a5ebd99728eeedc5ba3a4,DSH,ind
2b266e62509986a999b9bb14b225c7b7,TestDaF,ind
8cf533e9669ca94413b681c20411f868,TOPIK,ind
e4218269679e8d10256d8574118f308e,HSK,ind
f5fb0d4ea357163633d268f629a62a95,TOCFL,ind
0fc5f7359321646f36a359f92d7a3c0f,TORFL,ind
08c16105c219345a307c1069cbfe5aea,meningkatkan,ind
8bab9e0cbb7bc6d9a4de1184d49ecbd6,belajar mandiri,ind
9383b6a71f6ad7974f0bd7ea6583c72e,pelatihan,ind
4c9e083cf25dcd318ec8b812ac61a4fd,מורה פרטי,heb
866e7ffd838336da670bc123f0c6f342,דובר,heb
0585c5cb34ee6107a08c43a65a4a78f7,שותף,heb
71bdf6a8142fa04a7ed1f993bd1ca8ba,שיעור,heb
a0cdab74899a81f1064236717c5331f9,בית ספר,heb
71f1743a7e335df5df56aa1eac336cc6,CNAVT,heb
b4d45708de4ddb301ffd4666a5949344,CAE,heb
3c3cec74241178c326af9ecc748f8a5e,GMAT,heb
7706998cba9c59295e0416087833034c,ICAS,heb
1f8857d3b32243ed908283ef1570c001,IELTS,heb
34c3c72c9244d4a381975e146a319c44,OET,heb
b73014f259c910e9bb163ac74d4ea3d2,DALF,heb
98e2fdd174d9b634e49d4361be026730,DELF,heb
90652aab8896c856edca211d4c66c90d,TEF,heb
199263bca0611f1a57202aeb039e6cd4,CILS,heb
4f5a8531996a690828de388828410330,CELPE,heb
f5fb0d4ea357163633d268f629a62a95,TOCFL,heb
9cd4376de321b7de2f15c4e00939d397,לאומי,heb
0fc5f7359321646f36a359f92d7a3c0f,TORFL,heb
a5398a75255211c1d6d55c08d3f16636,לדבר,heb
dbf81d5d4f176c61cd207c922a7f9c48,לשפר,heb
e88be776d2e97038af34803d8cac8390,לשוחח,heb
a2b6fc85473c42fd2f023df52126f3ce,עזרה,heb
3599236b6a4c04d4ef58fdc6f49e109b,ネイティブ,jpn
10082976b56400b549d361d5586e1912,レッスン,jpn
107b5397e3000d3997aebaac42377a35,コース,jpn
340cd1dcf5d3871fa2584362194cc4fe,NT2,jpn
90d991b47098ceef3d8283a386cf7e91,ACT,jpn
513bcfa2b82dc1735a07b97b7f870106,BEC,jpn
78fb020c2f9441e3601c63c8f9a3a0a3,ESOL,jpn
3c3cec74241178c326af9ecc748f8a5e,GMAT,jpn
7706998cba9c59295e0416087833034c,ICAS,jpn
34c3c72c9244d4a381975e146a319c44,OET,jpn
b73014f259c910e9bb163ac74d4ea3d2,DALF,jpn
684e1388a91900480c702ac5b8f6b4d8,SAT,jpn
90652aab8896c856edca211d4c66c90d,TEF,jpn
4f5d3489a65f3d91403dd5d9e5329bee,BJT,jpn
e6fa5be517968617c85b491c90d72cde,JLPT,jpn
8cf533e9669ca94413b681c20411f868,TOPIK,jpn
4f5a8531996a690828de388828410330,CELPE,jpn
e4218269679e8d10256d8574118f308e,HSK,jpn
f5fb0d4ea357163633d268f629a62a95,TOCFL,jpn
f36d9d9d23b9ac62a0b3f82309536760,SIELE,jpn
43f48fd7cf194d6fa7a1e3e218938fe7,会話,jpn
76e5d9c82929d167404c63b44e6fb9ea,勉強,jpn
4cd8413207629a963225f4314b53adcd,Plain,jpn
8045a0a6c688b0635e3caccc408a1446,Generic,jpn
85227dc154fa28743bf1038e27c5f899,自習,jpn
3478fb9ff99fc50ffa0332bec76b219c,튜터,kor
1d5c713dd51ff479394b5f49f754cb9b,화자,kor
7749439ac59d29eac366472b54da3c39,수업,kor
ddf7a081acc12c9bc06745f114ff47c8,강좌,kor
3a007149bfc911bac49fbaeba9ee2ec4,챗,kor
78fb020c2f9441e3601c63c8f9a3a0a3,ESOL,kor
f6b49b7da62a112311f1af06a5742e9f,FCE,kor
7706998cba9c59295e0416087833034c,ICAS,kor
1f8857d3b32243ed908283ef1570c001,IELTS,kor
34c3c72c9244d4a381975e146a319c44,OET,ita
90d991b47098ceef3d8283a386cf7e91,ACT,spa
5a753229efb8128b16b50c38708c6638,CAEL,fin
5a4ef3d3227ab2731f509bbbb32d2dce,korepetytor,pol
1f53cd4a51064068c05cfc6c2d494312,kurs,pol
81f5ba25804fa189028caaea12e93746,εξετάσεις,gre
b73014f259c910e9bb163ac74d4ea3d2,DALF,gre
5a598a2dab145829f7977ef67ff7296c,IETLS,cht
90652aab8896c856edca211d4c66c90d,TEF,cht
4f5d3489a65f3d91403dd5d9e5329bee,BJT,cht
8cf533e9669ca94413b681c20411f868,TOPIK,cht
bde3be49c4dcbb848a152329fc3930ae,kelas,ind
4f5a8531996a690828de388828410330,CELPE,ind
